#,Project,Tracker,Parent task,Status,Priority,Subject,Author,Assignee,Updated,Category,Target version,Start date,Due date,Estimated time,Spent time,% Done,Created,Closed,Related issues,Private,Description
61344,openSUSE Leap 15.2,action,"",New,Normal,marketing brainstorm session,lnussel,"",20/12/2019 01:00 pm,Marketing,GA,16/03/2020,10/04/2020,"",0.00,0,20/12/2019 01:00 pm,"",Copied from #47594,No,create a hangout with all the marketing guys to come up with creative things how to promote the release (to find ideas like the green smoke thing on 12.3)
61341,openSUSE Leap 15.2,action,"",New,Normal,communicate GM issues to marketing,lnussel,"",20/12/2019 01:00 pm,Release Engineering,GA,04/05/2020,08/05/2020,"",0.00,0,20/12/2019 01:00 pm,"",Copied from #47591,No,If there are any known issues in GM marketing needs to know about them to decide how to communicate them
61338,openSUSE Leap 15.2,action,"",New,Normal,publish docu,lnussel,"",20/12/2019 01:00 pm,Documentation,GA,12/05/2020,13/05/2020,"",0.00,0,20/12/2019 01:00 pm,"",Copied from #47588,No,"doc.opensuse.org
https://en.opensuse.org/SDB:Official_documentation

Ping Frank Sundermeyer about it"
61335,openSUSE Leap 15.2,action,action #61320: update opensuse wiki,New,Normal,fix upgrade instructions in wiki,lnussel,"",20/12/2019 01:00 pm,Documentation,GA,03/04/2020,30/04/2020,"",0.00,0,20/12/2019 01:00 pm,"",Copied from #47585,No,http://en.opensuse.org/Upgrade needs to be adjusted for new release
61332,openSUSE Leap 15.2,action,action #61320: update opensuse wiki,New,Normal,check all wiki pages on release day,lnussel,"",20/12/2019 01:00 pm,Documentation,GA,13/05/2020,13/05/2020,"",0.00,0,20/12/2019 01:00 pm,"",Copied from #47582,No,make sure all 15.1 pages are in good shape and the links between pages work
61329,openSUSE Leap 15.2,action,action #61320: update opensuse wiki,New,Normal,install Leap 15.1 wiki pages as default,lnussel,"",20/12/2019 01:00 pm,Documentation,GA,24/04/2020,13/05/2020,"",0.00,0,20/12/2019 01:00 pm,"",Copied from #47579,No,move e.g. https://en.opensuse.org/Features_42.1 to https://en.opensuse.org/Features
61326,openSUSE Leap 15.2,action,action #61320: update opensuse wiki,New,Normal,update wiki pages,lnussel,"",20/12/2019 01:00 pm,Documentation,GA,28/04/2020,08/05/2020,"",0.00,0,20/12/2019 01:00 pm,"",Copied from #47576,No,"Make sure all pages reference $VERSION correctly

* http://en.opensuse.org/Welcome_to_openSUSE.org
* http://en.opensuse.org/Roadmap
* http://de.opensuse.org/OpenSUSE_kaufen
* http://en.opensuse.org/Portal:Installation
* http://en.opensuse.org/Sysreqs
* https://en.opensuse.org/openSUSE:Build_Service_cross_distribution_howto
* https://en.opensuse.org/Portal:Leap
* https://en.opensuse.org/Buy_openSUSE
* https://en.opensuse.org/Package_repositories
* https://en.opensuse.org/Additional_package_repositories"
61323,openSUSE Leap 15.2,action,action #61320: update opensuse wiki,New,Normal,move previous release to archive,lnussel,"",20/12/2019 01:00 pm,Documentation,GA,03/04/2020,30/04/2020,"",0.00,0,20/12/2019 01:00 pm,"",Copied from #47573,No,move all $VERSION-1 articles to Archive
61320,openSUSE Leap 15.2,action,"",New,Normal,update opensuse wiki,lnussel,"",20/12/2019 01:00 pm,Marketing,GA,03/04/2020,13/05/2020,"",0.00,0,20/12/2019 01:00 pm,"",Copied from #47570,No,""
61311,openSUSE Leap 15.2,action,"",New,Normal,[functional][u] disable iso download in openQA,lnussel,"",20/12/2019 01:00 pm,QA,GA,06/05/2020,08/05/2020,"",0.00,0,20/12/2019 01:00 pm,"",Copied from #47558,No,"smartypants go to openQA to download the final iso. Needs to be disable to avoid overloading the server.

Either by removing permission from the files or apache access rules."
61281,openSUSE Leap 15.2,action,"",New,Normal,update roadmap,lnussel,"",20/12/2019 01:00 pm,Release Engineering,GA,01/05/2020,01/05/2020,"",0.00,0,20/12/2019 01:00 pm,"",Copied from #47525,No,mark milestone as released in https://en.opensuse.org/openSUSE:Roadmap
61263,openSUSE Leap 15.2,action,"",New,Normal,Create release counter,lnussel,"",20/12/2019 12:59 pm,Design,GA,24/01/2020,28/02/2020,"",0.00,0,20/12/2019 12:59 pm,"",Copied from #47501,No,"Start kicking the artwork team: we need the release counter updated!

https://github.com/openSUSE/countdown.o.o"
61254,openSUSE Leap 15.2,action,action #61251: Social media marketing,New,Normal,Create social media backgrounds and badges,lnussel,"",20/12/2019 12:59 pm,Marketing,GA,30/03/2020,29/04/2020,"",0.00,0,20/12/2019 12:59 pm,"",Copied from #47492,No,"We need a series of badges and social media backgrounds. Think twitter, facebook, G+ and website banners in various sizes. Ask the artwork team!"
61251,openSUSE Leap 15.2,action,"",New,Normal,Social media marketing,lnussel,"",20/12/2019 12:59 pm,Marketing,GA,30/03/2020,29/04/2020,"",0.00,0,20/12/2019 12:59 pm,"",Copied from #47489,No,"Create a social media plan and social media messages; and get them translated. Also, prepare our social media channels for this: we need to know who will tweet from eg Chinese channels, or at least that SOMEBODY will, otherwise, why bother translating?

Wiki page with social media plan:
https://en.opensuse.org/openSUSE:Social_media_launch_plan
Wiki page with social media contact people:
https://en.opensuse.org/openSUSE:Social_media_contacts"
61248,openSUSE Leap 15.2,action,"",New,Normal,Update Maintenance Documentation,lnussel,"",20/12/2019 12:59 pm,Maintenance,GA,13/04/2020,13/05/2020,"",0.00,0,20/12/2019 12:59 pm,"",Copied from #47486,No,"The maintenance pages need some updating to reflect the current work flow

https://en.opensuse.org/openSUSE:Maintenance_update_process
https://en.opensuse.org/Portal:Maintenance"
63169,openSUSE Leap 15.2,action,"",Resolved,Normal,Update prefers for nodejs in project config ,lkocman,mlin7442,07/02/2020 09:41 am,"","",05/02/2020,17/02/2020,"",0.00,100,05/02/2020 04:44 pm,07/02/2020 09:41 am,"",No,"From Adam Mayer:

The Prefer: line in 15.2 project config should probably be nodejs12 and npm12 instead of others.

Max I'd prefer for rebuild to happen before we do any changes that could trigger yet another rebuild.
Do you agree with proposal from Adam?"
61070,openSUSE Leap 15.2,action,"",Rejected,Normal,Missing OSS debug repo for ports,ggardet_arm,"",20/12/2019 10:25 am,"","",16/12/2019,"","",0.00,0,16/12/2019 12:53 pm,20/12/2019 10:25 am,"",No,"Ports are missing OSS debug repo.

Initial report is here: https://bugzilla.opensuse.org/show_bug.cgi?id=1156011

Once fixed, additional steps should be added to the Leap checklist.
"
59978,openSUSE Leap 15.2,action,"",Closed,Normal,Add Repotype: staticlinks for Leap:15.2:ports:PowerPC or ARM project conf,michel_mno,"",20/11/2019 12:44 pm,"","",18/11/2019,"","",0.00,0,18/11/2019 05:50 pm,20/11/2019 12:44 pm,"",No,"Add ""Repotype: staticlinks"" for Leap:15.2:ports:PowerPC project conf (1)
to have current isos to refer to last published ones.
I do not know if we need all other lines as those in Leap 15.1 project conf

(1) https://build.opensuse.org/projects/openSUSE:Leap:15.2:PowerPC:ToTest/prjconf ,empty today
    http://download.opensuse.org/ports/ppc/distribution/leap/15.2/iso/?C=M;O=D
(2) https://build.opensuse.org/projects/openSUSE:Leap:15.1:PowerPC:ToTest/prjconf
    http://download.opensuse.org/ports/ppc/distribution/leap/15.1/iso/?C=M;O=D



I assume need to be done also for ARM subproject."
57455,openSUSE Leap 15.2,action,"",Resolved,Normal,bootstrap ppc64le for Leap 15.2,michel_mno,mlin7442,05/11/2019 07:21 am,"","",27/09/2019,"","",0.00,100,27/09/2019 11:42 am,05/11/2019 07:21 am,"",No,"bootstrap ppc64le for Leap 15.2

now that related subproject (1) was created with closed issue#55226 (2)
need to do some bootrap to be able to generate images and isos.

I do not have details of required actions, is it documented somewhere ?
but for sure some missing files in (1) compared to ARM subproject.

(1) https://build.opensuse.org/project/show/openSUSE:Leap:15.2:PowerPC
(2) https://progress.opensuse.org/issues/55226 
(3) https://build.opensuse.org/project/show/openSUSE:Leap:15.2:ARM"
56159,openSUSE Leap 15.2,action,"",Closed,Normal,add link to openSUSE project,lnussel,"",30/08/2019 12:57 pm,Release Engineering,"",30/08/2019,"","",0.00,100,30/08/2019 12:57 pm,30/08/2019 12:57 pm,"",No,"osc meta prj openSUSE -e

    <link project=""openSUSE:Leap:15.2:Update""/>
"
56144,openSUSE Leap 15.2,action,"",Closed,Normal,set up :Images subproject,lnussel,"",30/08/2019 11:45 am,Release Engineering,"",01/07/2019,01/07/2019,"",0.00,0,30/08/2019 11:45 am,30/08/2019 11:45 am,"",No,"set up the :Images subproject, including Containers: namespace. Use project copy as with main project"
55559,openSUSE Leap 15.2,action,"",Resolved,Normal,Make sure hot-patched change being upstreamed,mlin7442,mlin7442,26/11/2019 12:16 pm,"","",15/08/2019,"","",0.00,100,15/08/2019 09:00 am,26/11/2019 12:16 pm,"",No,"We've hot-patched change in the several packages, those change should go to upstream either to github or OBS."
55226,openSUSE Leap 15.2,action,"",Closed,Normal,Create openSUSE:Leap:15.2:,michel_mno,"",14/08/2019 10:34 am,"","",08/08/2019,"","",0.00,0,08/08/2019 09:40 am,14/08/2019 10:34 am,"",No,""
54530,openSUSE Leap 15.2,action,"",Closed,Normal,please add http://download.opensuse.org/ports/aarch64/distribution/leap/15.2/,dirkmueller,"",14/08/2019 10:57 am,"","",22/07/2019,"","",0.00,0,22/07/2019 12:41 pm,14/08/2019 10:57 am,"",No,"Hi,

there should be some magic OBS publishing hooks for publishing Leap 15.2 to distribution/leap/15.2, and it looks those need to be also put in place
for openSUSE:Leap:15.2:ARM . could you please do that? There is currently an aarch64 distribution in place that is waiting to be published.

TIA,
Dirk

"
54527,openSUSE Leap 15.2,action,"",Resolved,Normal,Create openSUSE:Leap:15.2:ARM,dirkmueller,mlin7442,23/07/2019 07:41 am,"","",22/07/2019,"","",0.00,100,22/07/2019 12:40 pm,23/07/2019 07:41 am,"",No,"Hi, 

please create a project  openSUSE:Leap:15.2:ARM and assign maintainership to me so that we can start bootstrapping the distribution and download paths..

"
61611,openSUSE Leap 15.2,action,"",New,Normal,[functional][u] lift access restrictions to iso in openQA,lnussel,"",20/12/2019 01:04 pm,QA,Postprocessing,13/05/2020,20/05/2020,"",0.00,0,20/12/2019 01:04 pm,"",Copied from #51506,No,iso downloads in openQA were disabled for he final build. the restrictions can be removed again after GM
61554,openSUSE Leap 15.2,action,"",New,Normal,openQA cleanup,lnussel,"",20/12/2019 01:03 pm,QA,Postprocessing,11/05/2020,22/05/2020,"",0.00,0,20/12/2019 01:03 pm,"",Copied from #47804,No,"- tag the GM build
- reduce job group size
- delete obsolete assets"
61551,openSUSE Leap 15.2,action,"",New,Normal,tag/branch all translations in git,lnussel,"",20/12/2019 01:03 pm,Translations,Postprocessing,11/05/2020,15/05/2020,"",0.00,0,20/12/2019 01:03 pm,"",Copied from #47801,No,"add tags or branches for all translations in git, in case they need to be updated from that specific branch later

* package-translations (git@github.com:openSUSE/packages-i18n.git)
* desktop-translations (git@github.com:openSUSE/desktop-file-translations.git)
* yast2-trans (git@github.com:yast/yast-translations.git)
* yast2-slide-show (git@github.com:openSUSE/yast-slide-show.git)
* skelcd-openSUSE (git@github.com:openSUSE/skelcd-openSUSE.git)
* openSUSE-EULAs (git@github.com:openSUSE/openSUSE-EULAs.git)

Example:
    $ osc ls openSUSE:Leap:15.1 skelcd-openSUSE | grep tar
    skelcd-openSUSE-84.87.20170712.1dc7ffa.tar.xz
    $ git show 1dc7ffa
    $ git tag Leap_15.1-GM 1dc7ffa
    $ git push origin Leap_15.1-GM
    Total 0 (delta 0), reused 0 (delta 0)
    To github.com:openSUSE/skelcd-openSUSE.git
    * [new tag]         Leap_15.1-GM -> Leap_15.1-GM

"
